,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2017-01-04,2017-01-04,2017-01-04,Day,72.02
1,2017-01-04,2017-01-05,2017-01-05,Day,75.34
2,2017-01-04,2017-01-06,2017-01-06,Day,96.0
3,2017-01-04,2017-01-07,2017-01-07,Day,0.01
4,2017-01-04,2017-01-02,2017-01-31,Month,78.25
5,2017-01-04,2017-02-01,2017-02-28,Month,70.8
6,2017-01-04,2017-03-01,2017-03-31,Month,54.5
7,2017-01-04,2017-04-03,2017-04-28,Month,46.25
8,2017-01-04,2017-04-03,2017-06-30,Quarter,41.48
9,2017-01-04,2017-07-03,2017-09-29,Quarter,41.5
10,2017-01-04,2017-10-02,2017-12-29,Quarter,54.53
11,2017-01-04,2018-01-01,2018-03-30,Quarter,63.75
12,2017-01-04,2017-01-02,2017-01-06,Week,78.09
13,2017-01-04,2017-01-09,2017-01-13,Week,70.5
14,2017-01-04,2017-01-16,2017-01-20,Week,85.5
15,2017-01-04,2017-01-23,2017-01-27,Week,81.0
16,2017-01-04,2017-01-30,2017-02-03,Week,73.0
17,2017-01-04,2017-01-07,2017-01-08,Weekend,0.01
18,2017-01-04,2017-01-14,2017-01-15,Weekend,0.01
19,2017-01-04,2018-01-01,2019-01-01,Year,50.88
20,2017-01-04,2019-01-01,2020-01-01,Year,50.15
21,2017-01-04,2020-01-01,2021-01-01,Year,51.0
