,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2015-08-04,2015-08-04,2015-08-04,Day,36.86
1,2015-08-04,2015-08-05,2015-08-05,Day,35.43
2,2015-08-04,2015-08-06,2015-08-06,Day,36.04
3,2015-08-04,2015-08-07,2015-08-07,Day,37.5
4,2015-08-04,2015-08-01,2015-08-31,Month,33.01
5,2015-08-04,2015-09-01,2015-09-30,Month,38.68
6,2015-08-04,2015-10-01,2015-10-31,Month,42.7
7,2015-08-04,2015-11-01,2015-11-30,Month,47.0
8,2015-08-04,2015-10-01,2015-12-31,Quarter,45.45
9,2015-08-04,2016-01-01,2016-03-31,Quarter,47.72
10,2015-08-04,2016-04-01,2016-06-30,Quarter,32.85
11,2015-08-04,2016-07-01,2016-09-30,Quarter,33.03
12,2015-08-04,2016-10-01,2016-12-31,Quarter,44.81
13,2015-08-04,2015-08-03,2015-08-09,Week,32.18
14,2015-08-04,2015-08-10,2015-08-16,Week,32.58
15,2015-08-04,2015-08-17,2015-08-23,Week,32.7
16,2015-08-04,2015-08-24,2015-08-30,Week,37.03
17,2015-08-04,2015-08-31,2015-09-06,Week,37.25
18,2015-08-04,2015-08-08,2015-08-09,Weekend,24.13
19,2015-08-04,2015-08-15,2015-08-16,Weekend,23.5
20,2015-08-04,2016-01-01,2017-01-01,Year,39.6
21,2015-08-04,2017-01-01,2018-01-01,Year,39.38
22,2015-08-04,2018-01-01,2019-01-01,Year,39.7
