,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2016-08-24,2016-08-24,2016-08-24,Day,34.21
1,2016-08-24,2016-08-25,2016-08-25,Day,34.34
2,2016-08-24,2016-08-26,2016-08-26,Day,35.0
3,2016-08-24,2016-08-27,2016-08-27,Day,29.88
4,2016-08-24,2016-08-01,2016-08-31,Month,28.78
5,2016-08-24,2016-09-01,2016-09-30,Month,33.64
6,2016-08-24,2016-10-01,2016-10-31,Month,37.18
7,2016-08-24,2016-11-01,2016-11-30,Month,39.74
8,2016-08-24,2016-10-01,2016-12-31,Quarter,38.25
9,2016-08-24,2017-01-01,2017-03-31,Quarter,39.69
10,2016-08-24,2017-04-01,2017-06-30,Quarter,24.52
11,2016-08-24,2017-07-01,2017-09-30,Quarter,25.59
12,2016-08-24,2017-10-01,2017-12-31,Quarter,36.49
13,2016-08-24,2018-01-01,2018-03-31,Quarter,38.43
14,2016-08-24,2016-08-22,2016-08-28,Week,31.43
15,2016-08-24,2016-08-29,2016-09-04,Week,33.25
16,2016-08-24,2016-09-05,2016-09-11,Week,32.83
17,2016-08-24,2016-09-12,2016-09-18,Week,32.75
18,2016-08-24,2016-09-19,2016-09-25,Week,33.0
19,2016-08-24,2016-08-27,2016-08-28,Weekend,26.25
20,2016-08-24,2016-09-03,2016-09-04,Weekend,0.01
21,2016-08-24,2017-01-01,2018-01-01,Year,31.55
22,2016-08-24,2018-01-01,2019-01-01,Year,30.85
23,2016-08-24,2019-01-01,2019-12-31,Year,30.9
24,2016-08-24,2020-01-01,2020-12-31,Year,32.44
