,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2016-04-06,2016-04-01,2016-04-29,Month,28.31
1,2016-04-06,2016-05-02,2016-05-31,Month,25.5
2,2016-04-06,2016-06-01,2016-06-30,Month,27.75
3,2016-04-06,2016-07-01,2016-07-29,Month,27.75
4,2016-04-06,2016-07-01,2016-09-30,Quarter,27.88
5,2016-04-06,2016-10-03,2016-12-30,Quarter,37.38
6,2016-04-06,2017-01-02,2017-03-31,Quarter,39.63
7,2016-04-06,2017-04-03,2017-06-30,Quarter,29.38
8,2016-04-06,2016-04-04,2016-04-08,Week,29.36
9,2016-04-06,2016-04-11,2016-04-15,Week,27.92
10,2016-04-06,2016-04-18,2016-04-22,Week,27.5
11,2016-04-06,2016-04-25,2016-04-29,Week,27.25
12,2016-04-06,2016-05-02,2016-05-06,Week,25.5
13,2016-04-06,2017-01-02,2017-12-30,Year,34.48
14,2016-04-06,2018-01-01,2019-01-01,Year,34.55
15,2016-04-06,2019-01-01,2019-12-31,Year,34.65
