,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2018-05-24,2018-05-24,2018-05-24,Day,47.27
1,2018-05-24,2018-05-25,2018-05-25,Day,46.79
2,2018-05-24,2018-05-26,2018-05-26,Day,0.01
3,2018-05-24,2018-05-27,2018-05-27,Day,0.01
4,2018-05-24,2018-05-01,2018-05-31,Month,39.96
5,2018-05-24,2018-06-01,2018-06-29,Month,47.4
6,2018-05-24,2018-07-02,2018-07-31,Month,52.95
7,2018-05-24,2018-07-31,2018-08-30,Month,45.0
8,2018-05-24,2018-08-01,2018-08-31,Month,45.0
9,2018-05-24,2018-09-03,2018-09-28,Month,0.0
10,2018-05-24,2018-11-01,2018-11-30,Month,0.0
11,2018-05-24,2018-07-02,2018-09-28,Quarter,51.88
12,2018-05-24,2018-10-01,2018-12-31,Quarter,73.58
13,2018-05-24,2019-01-01,2019-03-29,Quarter,74.7
14,2018-05-24,2019-04-01,2019-06-28,Quarter,47.8
15,2018-05-24,2019-07-01,2019-09-30,Quarter,46.03
16,2018-05-24,2019-10-01,2019-12-31,Quarter,70.5
17,2018-05-24,2018-05-21,2018-05-25,Week,41.3
18,2018-05-24,2018-05-28,2018-06-01,Week,47.75
19,2018-05-24,2018-06-04,2018-06-08,Week,46.5
20,2018-05-24,2018-06-11,2018-06-15,Week,47.0
21,2018-05-24,2018-06-18,2018-06-22,Week,47.5
22,2018-05-24,2018-05-26,2018-05-27,Weekend,0.01
23,2018-05-24,2018-06-02,2018-06-03,Weekend,0.01
24,2018-05-24,2019-01-01,2019-12-31,Year,59.69
25,2018-05-24,2020-01-01,2020-12-31,Year,57.05
26,2018-05-24,2021-01-01,2021-12-31,Year,56.18
