,trading_date,delivery_start,delivery_end,tenor,settlement_price
0,2018-05-16,2018-05-16,2018-05-16,Day,41.44
1,2018-05-16,2018-05-17,2018-05-17,Day,38.52
2,2018-05-16,2018-05-18,2018-05-18,Day,43.0
3,2018-05-16,2018-05-19,2018-05-19,Day,31.26
4,2018-05-16,2018-05-01,2018-05-31,Month,38.16
5,2018-05-16,2018-06-01,2018-06-29,Month,45.5
6,2018-05-16,2018-07-02,2018-07-31,Month,49.22
7,2018-05-16,2018-07-31,2018-08-30,Month,44.0
8,2018-05-16,2018-08-01,2018-08-31,Month,44.0
9,2018-05-16,2018-09-03,2018-09-28,Month,0.0
10,2018-05-16,2018-11-01,2018-11-30,Month,0.0
11,2018-05-16,2018-07-02,2018-09-28,Quarter,48.4
12,2018-05-16,2018-10-01,2018-12-31,Quarter,71.02
13,2018-05-16,2019-01-01,2019-03-29,Quarter,72.35
14,2018-05-16,2019-04-01,2019-06-28,Quarter,46.27
15,2018-05-16,2019-07-01,2019-09-30,Quarter,48.49
16,2018-05-16,2019-10-01,2019-12-31,Quarter,66.14
17,2018-05-16,2018-05-14,2018-05-18,Week,41.83
18,2018-05-16,2018-05-21,2018-05-25,Week,37.88
19,2018-05-16,2018-05-28,2018-06-01,Week,41.65
20,2018-05-16,2018-06-04,2018-06-08,Week,45.0
21,2018-05-16,2018-06-11,2018-06-15,Week,45.0
22,2018-05-16,2018-05-19,2018-05-20,Weekend,0.01
23,2018-05-16,2018-05-26,2018-05-27,Weekend,0.01
24,2018-05-16,2019-01-01,2019-12-31,Year,58.25
25,2018-05-16,2020-01-01,2020-12-31,Year,56.23
26,2018-05-16,2021-01-01,2021-12-31,Year,55.02
